ticker,missing_old,missing_new,retried,recovered_old,recovered_new
DGX,0,0,1,1,1
ICE,0,0,1,1,1
JNJ,0,0,1,0,1
K,0,0,1,1,1
MTD,0,0,1,1,1
RVTY,0,0,1,1,0
SWK,0,0,1,1,1
WBA,1,1,1,0,0
WTW,0,0,1,1,1
