ticker,missing_old,missing_new,retried,recovered_old,recovered_new
AOS,0,0,1,1,1
BEN,0,0,1,1,1
FCX,0,0,1,1,1
FOX,0,0,1,1,1
FOXA,0,0,1,1,1
FTNT,0,0,1,1,1
FTV,0,0,1,1,1
GD,0,0,1,1,1
GE,0,0,1,1,1
GEHC,0,0,1,1,1
GEN,0,0,1,1,1
GEV,0,0,1,1,1
GIS,0,0,1,1,1
GM,0,0,1,1,1
GNRC,0,0,1,1,1
GPC,0,0,1,1,1
GRMN,0,0,1,1,1
IT,0,0,1,1,1
KIM,0,0,1,1,1
MMM,0,0,1,1,1
REGN,0,0,1,1,1
WBA,1,1,1,0,0
